Text,Language,Unnamed: 2
si lọ ,Yoruba,
ina ,Yoruba,
Iru ,Yoruba,
pa ,Yoruba,
nilo ,Yoruba,
ile ,Yoruba,
aworan ,Yoruba,
gbiyanju ,Yoruba,
wa ,Yoruba,
lẹẹkansi ,Yoruba,
eranko ,Yoruba,
ojuami ,Yoruba,
iya ,Yoruba,
aye ,Yoruba,
sunmọ ,Yoruba,
kọ ,Yoruba,
ara ,Yoruba,
aiye ,Yoruba,
baba ,Yoruba,
eyikeyi ,Yoruba,
titun ,Yoruba,
iṣẹ ,Yoruba,
apakan ,Yoruba,
ya ,Yoruba,
gba ,Yoruba,
ibi ,Yoruba,
ṣe ,Yoruba,
gbe ,Yoruba,
ibi ti ,Yoruba,
lẹhin ,Yoruba,
pada ,Yoruba,
kekere ,Yoruba,
nikan ,Yoruba,
yika ,Yoruba,
eniyan ,Yoruba,
odun ,Yoruba,
wá ,Yoruba,
hàn ,Yoruba,
gbogbo ,Yoruba,
ti o dara ,Yoruba,
mi ,Yoruba,
fun ,Yoruba,
wa ,Yoruba,
labẹ ,Yoruba,
orukọ ,Yoruba,
gan ,Yoruba,
nipasẹ ,Yoruba,
o kan ,Yoruba,
fọọmu ,Yoruba,
gbolohun ,Yoruba,
nla ,Yoruba,
ro ,Yoruba,
sọ ,Yoruba,
Egba Mi O ,Yoruba,
kekere ,Yoruba,
ila ,Yoruba,
yato ,Yoruba,
Tan ,Yoruba,
fa ,Yoruba,
Elo ,Yoruba,
túmọ ,Yoruba,
ki o to ,Yoruba,
Gbe ,Yoruba,
ọtun ,Yoruba,
ọmọkunrin ,Yoruba,
ti atijọ ,Yoruba,
ju ,Yoruba,
kanna ,Yoruba,
o ,Yoruba,
gbogbo ,Yoruba,
nibẹ ,Yoruba,
Nigbawo ,Yoruba,
soke ,Yoruba,
lilo ,Yoruba,
rẹ ,Yoruba,
ọna ,Yoruba,
nipa ,Yoruba,
ọpọlọpọ ,Yoruba,
ki o si ,Yoruba,
wọn ,Yoruba,
kọ ,Yoruba,
ṣe ,Yoruba,
bi ,Yoruba,
ki ,Yoruba,
wọnyi ,Yoruba,
rẹ ,Yoruba,
gun ,Yoruba,
ṣe ,Yoruba,
ohun ,Yoruba,
wo ,Yoruba,
meji ,Yoruba,
ni o ni ,Yoruba,
wo ,Yoruba,
diẹ ,Yoruba,
ọjọ ,Yoruba,
le ,Yoruba,
lọ ,Yoruba,
wa ,Yoruba,
ṣe ,Yoruba,
nọmba ,Yoruba,
dun ,Yoruba,
ko si ,Yoruba,
julọ ,Yoruba,
eniyan ,Yoruba,
mi ,Yoruba,
lori ,Yoruba,
mọ ,Yoruba,
omi ,Yoruba,
ju ,Yoruba,
ipe ,Yoruba,
akọkọ ,Yoruba,
ti o ,Yoruba,
le ,Yoruba,
si isalẹ ,Yoruba,
ẹgbẹ ,Yoruba,
ti ,Yoruba,
bayi ,Yoruba,
ri ,Yoruba,
ori ,Yoruba,
duro ,Yoruba,
ti ara ,Yoruba,
iwe ,Yoruba,
yoo ,Yoruba,
orilẹ-ede ,Yoruba,
ri ,Yoruba,
idahun ,Yoruba,
ile-iwe ,Yoruba,
dagba ,Yoruba,
iwadi ,Yoruba,
si tun ,Yoruba,
ko ,Yoruba,
ohun ọgbìn ,Yoruba,
ideri ,Yoruba,
ounje ,Yoruba,
oorun ,Yoruba,
mẹrin ,Yoruba,
laarin ,Yoruba,
ipinle ,Yoruba,
pa ,Yoruba,
oju ,Yoruba,
ko ,Yoruba,
kẹhin ,Yoruba,
jẹ ki ,Yoruba,
ro ,Yoruba,
ilu ,Yoruba,
igi ,Yoruba,
kọjá ,Yoruba,
r’oko ,Yoruba,
lile ,Yoruba,
ibere ,Yoruba,
ki ,Yoruba,
itan ,Yoruba,
ri ,Yoruba,
jina ,Yoruba,
okun ,Yoruba,
fa ,Yoruba,
osi ,Yoruba,
pẹ ,Yoruba,
se ko ,Yoruba,
nigba ti ,Yoruba,
tẹ ,Yoruba,
sunmọ ,Yoruba,
alẹ ,Yoruba,
gidi ,Yoruba,
aye ,Yoruba,
diẹ ,Yoruba,
ariwa ,Yoruba,
iwe ,Yoruba,
gbe ,Yoruba,
si mu ,Yoruba,
Imọ ,Yoruba,
jẹ ,Yoruba,
yara ,Yoruba,
ọrẹ ,Yoruba,
bẹrẹ ,Yoruba,
agutan ,Yoruba,
eja ,Yoruba,
oke ,Yoruba,
duro ,Yoruba,
lẹẹkan ,Yoruba,
mimọ ,Yoruba,
gbọ ,Yoruba,
ẹṣin ,Yoruba,
ge ,Yoruba,
daju ,Yoruba,
wo ,Yoruba,
awọ ,Yoruba,
oju ,Yoruba,
igi ,Yoruba,
akọkọ ,Yoruba,
ìmọ ,Yoruba,
dabi ,Yoruba,
papo ,Yoruba,
Itele ,Yoruba,
funfun ,Yoruba,
ọmọ ,Yoruba,
bẹrẹ ,Yoruba,
ni ,Yoruba,
rin ,Yoruba,
apẹẹrẹ ,Yoruba,
irorun ,Yoruba,
iwe ,Yoruba,
ẹgbẹ ,Yoruba,
nigbagbogbo ,Yoruba,
orin ti ,Yoruba,
awon ti ,Yoruba,
mejeeji ,Yoruba,
aami ,Yoruba,
igba ,Yoruba,
lẹta ,Yoruba,
titi ,Yoruba,
maili ,Yoruba,
odo ,Yoruba,
ayọkẹlẹ ,Yoruba,
ẹsẹ ,Yoruba,
itọju ,Yoruba,
keji ,Yoruba,
to ,Yoruba,
itele ti ,Yoruba,
omobirin ,Yoruba,
ibùgbé ,Yoruba,
odo ,Yoruba,
setan ,Yoruba,
loke ,Yoruba,
lailai ,Yoruba,
pupa ,Yoruba,
akojọ ,Yoruba,
tilẹ ,Yoruba,
lero ,Yoruba,
Ọrọ ,Yoruba,
eye ,Yoruba,
laipe ,Yoruba,
ara ,Yoruba,
aja ,Yoruba,
ebi ,Yoruba,
taara ,Yoruba,
duro ,Yoruba,
fi ,Yoruba,
wọn ,Yoruba,
ilekun ,Yoruba,
ọja ,Yoruba,
dudu ,Yoruba,
kukuru ,Yoruba,
kilasi ,Yoruba,
afẹfẹ ,Yoruba,
ibeere ,Yoruba,
ṣẹlẹ ,Yoruba,
pari ,Yoruba,
omi ,Yoruba,
agbegbe ,Yoruba,
idaji ,Yoruba,
apata ,Yoruba,
ibere ,Yoruba,
ina ,Yoruba,
guusu ,Yoruba,
isoro ,Yoruba,
nkan ,Yoruba,
so fun ,Yoruba,
mọ ,Yoruba,
ṣe ,Yoruba,
niwon ,Yoruba,
oke ,Yoruba,
gbogbo ,Yoruba,
ọba ,Yoruba,
ita ,Yoruba,
ọwọ ,Yoruba,
isodipupo ,Yoruba,
ohunkohun ,Yoruba,
dajudaju ,Yoruba,
duro ,Yoruba,
kẹkẹ ,Yoruba,
ni kikun ,Yoruba,
agbara ,Yoruba,
bulu ,Yoruba,
ohun ,Yoruba,
pinnu ,Yoruba,
dada ,Yoruba,
jin ,Yoruba,
oṣupa ,Yoruba,
erekusu ,Yoruba,
ẹsẹ ,Yoruba,
eto ,Yoruba,
o nšišẹ ,Yoruba,
igbeyewo ,Yoruba,
o gba ,Yoruba,
ọkọ ,Yoruba,
wọpọ ,Yoruba,
wura ,Yoruba,
ṣee ṣe ,Yoruba,
ofurufu ,Yoruba,
ipò ,Yoruba,
gbẹ ,Yoruba,
Iyanu ,Yoruba,
yen ,Yoruba,
ẹgbẹrun ,Yoruba,
seyin ,Yoruba,
ṣayẹwo ,Yoruba,
ere ,Yoruba,
apẹrẹ ,Yoruba,
gbona ,Yoruba,
padanu ,Yoruba,
mu ,Yoruba,
ooru ,Yoruba,
egbon ,Yoruba,
taya ,Yoruba,
mu ,Yoruba,
bẹẹni ,Yoruba,
o jina ,Yoruba,
fọwọsi ,Yoruba,
õrùn ,Yoruba,
kun ,Yoruba,
èdè ,Yoruba,
laarin ,Yoruba,
kuro ,Yoruba,
agbara ,Yoruba,
ilu ,Yoruba,
o dara ,Yoruba,
awọn ,Yoruba,
ti kuna ,Yoruba,
yorisi ,Yoruba,
igbe ,Yoruba,
dudu ,Yoruba,
ẹrọ ,Yoruba,
akọsilẹ ,Yoruba,
duro ,Yoruba,
ètò ,Yoruba,
nọmba rẹ ,Yoruba,
apoti ,Yoruba,
orúkọ náà ,Yoruba,
aaye ,Yoruba,
isinmi ,Yoruba,
o tọ ,Yoruba,
anfani ,Yoruba,
iwon ,Yoruba,
ṣee ,Yoruba,
ẹwa ,Yoruba,
dirafu ,Yoruba,
duro ,Yoruba,
ni awọn ,Yoruba,
iwaju ,Yoruba,
kọ ,Yoruba,
ọsẹ ,Yoruba,
ik ,Yoruba,
fun ,Yoruba,
alawọ ewe ,Yoruba,
Iyen ,Yoruba,
awọn ọna ,Yoruba,
se agbekale ,Yoruba,
òkun ,Yoruba,
gbona ,Yoruba,
iṣẹju ,Yoruba,
lagbara ,Yoruba,
pataki ,Yoruba,
ọkàn ,Yoruba,
sile ,Yoruba,
ko o ,Yoruba,
iru ,Yoruba,
mu jade ,Yoruba,
o daju ,Yoruba,
aaye ,Yoruba,
gbọ ,Yoruba,
ti o dara ju ,Yoruba,
wakati ,Yoruba,
dara ,Yoruba,
otitọ ,Yoruba,
nigba ,Yoruba,
ọgọrun ,Yoruba,
marun ,Yoruba,
ranti ,Yoruba,
igbese ,Yoruba,
tete ,Yoruba,
mu ,Yoruba,
ìwọ ,Yoruba,
ilẹ ,Yoruba,
anfani ,Yoruba,
de ọdọ ,Yoruba,
sare ,Yoruba,
ọrọìse ,Yoruba,
kọrin ,Yoruba,
gbọ ,Yoruba,
mefa ,Yoruba,
tabili ,Yoruba,
ajo ,Yoruba,
Ti o kere ,Yoruba,
owurọ ,Yoruba,
mẹwa ,Yoruba,
o rọrun ,Yoruba,
orisirisi awọn ,Yoruba,
si ,Yoruba,
ogun ,Yoruba,
dubulẹ ,Yoruba,
lodi si ,Yoruba,
Àpẹẹrẹ ,Yoruba,
o lọra ,Yoruba,
aarin ,Yoruba,
ni ife ,Yoruba,
eniyan ,Yoruba,
owo ,Yoruba,
sin ,Yoruba,
han ,Yoruba,
opopona ,Yoruba,
agbaye ,Yoruba,
ojo ,Yoruba,
ofin ,Yoruba,
akoso ,Yoruba,
fa ,Yoruba,
tutu ,Yoruba,
akiyesi ,Yoruba,
ohun ,Yoruba,
agbara ,Yoruba,
sode ,Yoruba,
afaimo ,Yoruba,
ibusun ,Yoruba,
arakunrin ,Yoruba,
ẹyin ,Yoruba,
gigun ,Yoruba,
alagbeka ,Yoruba,
gbagbọ ,Yoruba,
boya ,Yoruba,
mu ,Yoruba,
lojiji ,Yoruba,
ka ,Yoruba,
ìgbọnwọn ,Yoruba,
idi ,Yoruba,
ipari ,Yoruba,
ašoju ,Yoruba,
aworan ,Yoruba,
koko ,Yoruba,
ẹkùn ,Yoruba,
iwọn ,Yoruba,
yatọ ,Yoruba,
yanju ,Yoruba,
sọ ,Yoruba,
àdánù ,Yoruba,
gbogboogbo ,Yoruba,
yinyin ,Yoruba,
ọrọ ,Yoruba,
oruka ,Yoruba,
bata ,Yoruba,
ni ,Yoruba,
pin ,Yoruba,
kohun ,Yoruba,
ro ,Yoruba,
sayin ,Yoruba,
rogodo ,Yoruba,
sibe ,Yoruba,
igbi ,Yoruba,
ju ,Yoruba,
okan ,Yoruba,
emi ,Yoruba,
bayi ,Yoruba,
eru ,Yoruba,
ijó ,Yoruba,
hun ,Yoruba,
ipo ,Yoruba,
apa ,Yoruba,
jakejado ,Yoruba,
ta asia ,Yoruba,
ohun elo ti ,Yoruba,
ida ,Yoruba,
igbo ,Yoruba,
joko ,Yoruba,
ije ,Yoruba,
ferese ,Yoruba,
itaja ,Yoruba,
ooru ,Yoruba,
oko ,Yoruba,
orun ,Yoruba,
mule ,Yoruba,
Daduro ,Yoruba,
ẹsẹ ,Yoruba,
idaraya ,Yoruba,
odi ,Yoruba,
apeja ,Yoruba,
òke ,Yoruba,
fẹ ,Yoruba,
ọrun ,Yoruba,
ọkọ ,Yoruba,
ayo ,Yoruba,
otutu ,Yoruba,
ti joko ,Yoruba,
kọ ,Yoruba,
egan ,Yoruba,
irinse ,Yoruba,
pa ,Yoruba,
gilasi ,Yoruba,
koriko ,Yoruba,
Maalu ,Yoruba,
ise ,Yoruba,
eti ,Yoruba,
ami ,Yoruba,
ibewo ,Yoruba,
ti o ti kọja ,Yoruba,
asọ ,Yoruba,
fun ,Yoruba,
imọlẹ ,Yoruba,
gaasi ,Yoruba,
oju ojo ,Yoruba,
osù ,Yoruba,
milionu ,Yoruba,
jẹri ,Yoruba,
pari ,Yoruba,
dun ,Yoruba,
lero ,Yoruba,
ododo ,Yoruba,
wọ ,Yoruba,
ajeji ,Yoruba,
lọ ,Yoruba,
isowo ,Yoruba,
aladun ,Yoruba,
irin ajo ,Yoruba,
ọfiisi ,Yoruba,
gba ,Yoruba,
kana ,Yoruba,
ẹnu ,Yoruba,
gangan ,Yoruba,
aami ,Yoruba,
kú ,Yoruba,
o kere ,Yoruba,
wahala ,Yoruba,
kigbe ,Yoruba,
ayafi ,Yoruba,
kowe ,Yoruba,
irugbin ,Yoruba,
ohun orin ,Yoruba,
da ,Yoruba,
daba ,Yoruba,
o mọ ,Yoruba,
Bireki ,Yoruba,
iyaafin ,Yoruba,
àgbàlá ,Yoruba,
jinde ,Yoruba,
buburu ,Yoruba,
fe ,Yoruba,
epo ,Yoruba,
ẹjẹ ,Yoruba,
ọwọ kan ,Yoruba,
dagba ,Yoruba,
ogorun ,Yoruba,
illa ,Yoruba,
egbe ,Yoruba,
waya ,Yoruba,
iye owo ,Yoruba,
ti sọnu ,Yoruba,
wọ ,Yoruba,
ọgba ,Yoruba,
deede ,Yoruba,
rán ,Yoruba,
yan ,Yoruba,
subu ,Yoruba,
dada ,Yoruba,
ṣàn ,Yoruba,
ẹwà ,Yoruba,
banki ,Yoruba,
gba ,Yoruba,
fi ,Yoruba,
Iṣakoso ,Yoruba,
eleemewa ,Yoruba,
eti ,Yoruba,
ohun miiran ,Yoruba,
oyimbo ,Yoruba,
bu ,Yoruba,
nla ,Yoruba,
arin ,Yoruba,
pa ,Yoruba,
ọmọ ,Yoruba,
akoko ,Yoruba,
asekale ,Yoruba,
rara ,Yoruba,
orisun ,Yoruba,
daju ,Yoruba,
ọmọ ,Yoruba,
taara ,Yoruba,
orile-ede ,Yoruba,
itumọ ,Yoruba,
wara ,Yoruba,
iyara ,Yoruba,
ọna ,Yoruba,
ara eniyan ,Yoruba,
san ,Yoruba,
ori ,Yoruba,
apakan ,Yoruba,
imura ,Yoruba,
awọsanma ,Yoruba,
iyalenu ,Yoruba,
idakẹjẹ ,Yoruba,
okuta ,Yoruba,
aami ,Yoruba,
itura ,Yoruba,
oniru ,Yoruba,
ko dara ,Yoruba,
pupo ,Yoruba,
ṣàdánwò ,Yoruba,
isalẹ ,Yoruba,
bọtini ,Yoruba,
nikan ,Yoruba,
alapin ,Yoruba,
ogun ,Yoruba,
ara ,Yoruba,
ẹrin ,Yoruba,
jinjin ,Yoruba,
iho ,Yoruba,
sí ,Yoruba,
omo ,Yoruba,
mẹjọ ,Yoruba,
abule ,Yoruba,
pade ,Yoruba,
ra ,Yoruba,
ró ,Yoruba,
yanju ,Yoruba,
irin ,Yoruba,
boya ,Yoruba,
Ti ,Yoruba,
meje ,Yoruba,
ìpínrọ ,Yoruba,
ẹgbẹ ,Yoruba,
yio ,Yoruba,
ti o waye ,Yoruba,
irun ,Yoruba,
apejuwe ,Yoruba,
jado ,Yoruba,
pakà ,Yoruba,
boya ,Yoruba,
esi ,Yoruba,
iná ,Yoruba,
òke ,Yoruba,
ailewu ,Yoruba,
o nran ,Yoruba,
orundun ,Yoruba,
ro ,Yoruba,
iru ,Yoruba,
ofin ,Yoruba,
etikun ,Yoruba,
daakọ ,Yoruba,
gbolohun ,Yoruba,
ipalọlọ ,Yoruba,
ga ,Yoruba,
iyanrin ,Yoruba,
ile ,Yoruba,
eerun ,Yoruba,
otutu ,Yoruba,
ika ,Yoruba,
ile ise ,Yoruba,
iye ,Yoruba,
ija ,Yoruba,
luba ,Yoruba,
lu ,Yoruba,
ṣojulọyin ,Yoruba,
adayeba ,Yoruba,
wo ,Yoruba,
ori ,Yoruba,
olu ,Yoruba,
yoo ko ,Yoruba,
alaga ,Yoruba,
Ijamba ,Yoruba,
eso ,Yoruba,
ọlọrọ ,Yoruba,
nipọn ,Yoruba,
ogun ,Yoruba,
ilana ,Yoruba,
ṣiṣẹ ,Yoruba,
iwa ,Yoruba,
lọtọ ,Yoruba,
soro ,Yoruba,
dokita ,Yoruba,
jowo ,Yoruba,
dabobo ,Yoruba,
kẹfa ,Yoruba,
irugbin na ,Yoruba,
igbalode ,Yoruba,
ano ,Yoruba,
lu ,Yoruba,
akeko ,Yoruba,
igun ,Yoruba,
ẹnikẹta ,Yoruba,
ipese ,Yoruba,
ti ,Yoruba,
wa ,Yoruba,
iwọn ,Yoruba,
ohun kikọ ,Yoruba,
kokoro ,Yoruba,
mu ,Yoruba,
akoko ,Yoruba,
fihan ,Yoruba,
redio ,Yoruba,
sọ ,Yoruba,
Atomu ,Yoruba,
eda eniyan ,Yoruba,
itan ,Yoruba,
ipa ,Yoruba,
ina- ,Yoruba,
reti ,Yoruba,
egungun ,Yoruba,
iṣinipopada ,Yoruba,
fojuinu ,Yoruba,
pese ,Yoruba,
gba ,Yoruba,
bayi ,Yoruba,
onírẹlẹ ,Yoruba,
obirin ,Yoruba,
olori ,Yoruba,
amoro ,Yoruba,
pataki ,Yoruba,
didasilẹ ,Yoruba,
apakan ,Yoruba,
ṣẹda ,Yoruba,
aládùúgbò ,Yoruba,
ínrọ ,Yoruba,
adan ,Yoruba,
kuku ,Yoruba,
enia ,Yoruba,
agbado ,Yoruba,
afiwe ,Yoruba,
Ewi ,Yoruba,
okun ,Yoruba,
Belii ,Yoruba,
da ,Yoruba,
eran ,Yoruba,
bi won ninu ,Yoruba,
olokiki ,Yoruba,
dola ,Yoruba,
san ,Yoruba,
iberu ,Yoruba,
oju ,Yoruba,
tinrin ,Yoruba,
onigun mẹta ,Yoruba,
aye ,Yoruba,
nsoro ,Yoruba,
olori ,Yoruba,
ileto ,Yoruba,
aago ,Yoruba,
mi ,Yoruba,
tai ,Yoruba,
tẹ ,Yoruba,
pataki ,Yoruba,
alabapade ,Yoruba,
àwárí ,Yoruba,
fi ,Yoruba,
ofeefee ,Yoruba,
ibon ,Yoruba,
gba ,Yoruba,
si ta ,Yoruba,
okú ,Yoruba,
iranran ,Yoruba,
asale ,Yoruba,
aṣọ ,Yoruba,
lọwọlọwọ ,Yoruba,
gbe ,Yoruba,
dide ,Yoruba,
de ,Yoruba,
titunto si ,Yoruba,
orin ,Yoruba,
obi ,Yoruba,
tera ,Yoruba,
pipin ,Yoruba,
dì ,Yoruba,
nkan na ,Yoruba,
ojurere ,Yoruba,
sopọ ,Yoruba,
ifiweranṣẹ ,Yoruba,
na ,Yoruba,
okun ,Yoruba,
sanra ,Yoruba,
yọ ,Yoruba,
atilẹba ,Yoruba,
pin ,Yoruba,
ibudo ,Yoruba,
baba ,Yoruba,
akara ,Yoruba,
gba agbara si ,Yoruba,
to dara ,Yoruba,
igi ,Yoruba,
ìfilọ ,Yoruba,
apa ,Yoruba,
ẹrú ,Yoruba,
pepeye ,Yoruba,
ese ,Yoruba,
oja ,Yoruba,
ìyí ,Yoruba,
bado ,Yoruba,
adiye ,Yoruba,
ọwọn ,Yoruba,
ọtá ,Yoruba,
fesi ,Yoruba,
mimu ,Yoruba,
šẹlẹ ,Yoruba,
atilẹyin ,Yoruba,
ọrọ ,Yoruba,
iseda ,Yoruba,
ibiti ,Yoruba,
nya ,Yoruba,
išipopada ,Yoruba,
ona ,Yoruba,
omi ,Yoruba,
wọle ,Yoruba,
túmọ ,Yoruba,
dara ,Yoruba,
eyin ,Yoruba,
ikarahun ,Yoruba,
ọrun ,Yoruba,
atẹgun ,Yoruba,
suga ,Yoruba,
iku ,Yoruba,
lẹwa ,Yoruba,
olorijori ,Yoruba,
obirin ,Yoruba,
akoko ,Yoruba,
ojutu ,Yoruba,
oofa ,Yoruba,
fadakà ,Yoruba,
dupẹ ,Yoruba,
ti eka ,Yoruba,
baramu ,Yoruba,
paapa ,Yoruba,
eeya ,Yoruba,
bẹru ,Yoruba,
tobi ,Yoruba,
arabinrin ,Yoruba,
irin ,Yoruba,
ọrọ ,Yoruba,
siwaju ,Yoruba,
iru ,Yoruba,
dari ,Yoruba,
iriri ,Yoruba,
O wole ,Yoruba,
apu ,Yoruba,
ra ,Yoruba,
mu ,Yoruba,
ipolowo ,Yoruba,
ndan ,Yoruba,
ibi ,Yoruba,
kaadi ,Yoruba,
iye ,Yoruba,
kijiya ,Yoruba,
isokuso ,Yoruba,
ala ,Yoruba,
irọlẹ ,Yoruba,
majemu ,Yoruba,
kikọ sii ,Yoruba,
ọpa ,Yoruba,
lapapọ ,Yoruba,
ipilẹ ,Yoruba,
afonifoji ,Yoruba,
tabi ,Yoruba,
ė ,Yoruba,
ijoko ,Yoruba,
tesiwaju ,Yoruba,
Àkọsílẹ ,Yoruba,
ijanilaya ,Yoruba,
ta ,Yoruba,
aseyori ,Yoruba,
ile ,Yoruba,
yọ kuro ,Yoruba,
ìṣẹlẹ ,Yoruba,
pato ,Yoruba,
ti yio se ,Yoruba,
oro ,Yoruba,
idakeji ,Yoruba,
iyawo ,Yoruba,
bata ,Yoruba,
ejika ,Yoruba,
itankale ,Yoruba,
seto ,Yoruba,
ibudó ,Yoruba,
o pilẹ ,Yoruba,
owu ,Yoruba,
Bí ,Yoruba,
mọ ,Yoruba,
ijori ,Yoruba,
mẹsan ,Yoruba,
ikoledanu ,Yoruba,
ipele ,Yoruba,
anfani ,Yoruba,
kó ,Yoruba,
itaja ,Yoruba,
na ,Yoruba,
o jabọ ,Yoruba,
imọlẹ ,Yoruba,
ohun ini ,Yoruba,
iwe ,Yoruba,
moleku ,Yoruba,
yan ,Yoruba,
ti ko tọ si ,Yoruba,
tun ,Yoruba,
beere wipe ,Yoruba,
ọrọ ,Yoruba,
mura ,Yoruba,
iyo ,Yoruba,
imu ,Yoruba,
ju ,Yoruba,
ibinu ,Yoruba,
Beere ,Yoruba,
Afirika ,Yoruba,
as ,Not Yoruba,
I ,Not Yoruba,
his ,Not Yoruba,
that ,Not Yoruba,
he ,Not Yoruba,
was ,Not Yoruba,
for ,Not Yoruba,
on ,Not Yoruba,
are ,Not Yoruba,
with ,Not Yoruba,
they ,Not Yoruba,
be ,Not Yoruba,
at ,Not Yoruba,
one ,Not Yoruba,
have ,Not Yoruba,
this ,Not Yoruba,
from ,Not Yoruba,
by ,Not Yoruba,
hot ,Not Yoruba,
word ,Not Yoruba,
but ,Not Yoruba,
what ,Not Yoruba,
some ,Not Yoruba,
is ,Not Yoruba,
it ,Not Yoruba,
you ,Not Yoruba,
or ,Not Yoruba,
had ,Not Yoruba,
the ,Not Yoruba,
of ,Not Yoruba,
to ,Not Yoruba,
and ,Not Yoruba,
a ,Not Yoruba,
in ,Not Yoruba,
we ,Not Yoruba,
can ,Not Yoruba,
out ,Not Yoruba,
other ,Not Yoruba,
were ,Not Yoruba,
which ,Not Yoruba,
do ,Not Yoruba,
their ,Not Yoruba,
time ,Not Yoruba,
if ,Not Yoruba,
will ,Not Yoruba,
how ,Not Yoruba,
said ,Not Yoruba,
an ,Not Yoruba,
each ,Not Yoruba,
tell ,Not Yoruba,
does ,Not Yoruba,
set ,Not Yoruba,
three ,Not Yoruba,
want ,Not Yoruba,
air ,Not Yoruba,
well ,Not Yoruba,
also ,Not Yoruba,
play ,Not Yoruba,
small ,Not Yoruba,
end ,Not Yoruba,
put ,Not Yoruba,
home ,Not Yoruba,
read ,Not Yoruba,
hand ,Not Yoruba,
port ,Not Yoruba,
large ,Not Yoruba,
spell ,Not Yoruba,
add ,Not Yoruba,
even ,Not Yoruba,
land ,Not Yoruba,
here ,Not Yoruba,
must ,Not Yoruba,
big ,Not Yoruba,
high ,Not Yoruba,
such ,Not Yoruba,
follow ,Not Yoruba,
act ,Not Yoruba,
why ,Not Yoruba,
ask ,Not Yoruba,
men ,Not Yoruba,
change ,Not Yoruba,
went ,Not Yoruba,
light ,Not Yoruba,
kind ,Not Yoruba,
off ,Not Yoruba,
need ,Not Yoruba,
house ,Not Yoruba,
picture ,Not Yoruba,
try ,Not Yoruba,
us ,Not Yoruba,
again ,Not Yoruba,
animal ,Not Yoruba,
point ,Not Yoruba,
mother ,Not Yoruba,
world ,Not Yoruba,
near ,Not Yoruba,
build ,Not Yoruba,
self ,Not Yoruba,
earth ,Not Yoruba,
father ,Not Yoruba,
any ,Not Yoruba,
new ,Not Yoruba,
work ,Not Yoruba,
part ,Not Yoruba,
take ,Not Yoruba,
get ,Not Yoruba,
place ,Not Yoruba,
made ,Not Yoruba,
live ,Not Yoruba,
where ,Not Yoruba,
after ,Not Yoruba,
back ,Not Yoruba,
little ,Not Yoruba,
only ,Not Yoruba,
round ,Not Yoruba,
man ,Not Yoruba,
year ,Not Yoruba,
came ,Not Yoruba,
show ,Not Yoruba,
every ,Not Yoruba,
good ,Not Yoruba,
me ,Not Yoruba,
give ,Not Yoruba,
our ,Not Yoruba,
under ,Not Yoruba,
name ,Not Yoruba,
very ,Not Yoruba,
through ,Not Yoruba,
just ,Not Yoruba,
form ,Not Yoruba,
sentence ,Not Yoruba,
great ,Not Yoruba,
think ,Not Yoruba,
say ,Not Yoruba,
help ,Not Yoruba,
low ,Not Yoruba,
line ,Not Yoruba,
differ ,Not Yoruba,
turn ,Not Yoruba,
cause ,Not Yoruba,
much ,Not Yoruba,
mean ,Not Yoruba,
before ,Not Yoruba,
move ,Not Yoruba,
right ,Not Yoruba,
boy ,Not Yoruba,
old ,Not Yoruba,
too ,Not Yoruba,
same ,Not Yoruba,
she ,Not Yoruba,
all ,Not Yoruba,
there ,Not Yoruba,
when ,Not Yoruba,
up ,Not Yoruba,
use ,Not Yoruba,
your ,Not Yoruba,
way ,Not Yoruba,
about ,Not Yoruba,
many ,Not Yoruba,
then ,Not Yoruba,
them ,Not Yoruba,
write ,Not Yoruba,
would ,Not Yoruba,
like ,Not Yoruba,
so ,Not Yoruba,
these ,Not Yoruba,
her ,Not Yoruba,
long ,Not Yoruba,
make ,Not Yoruba,
thing ,Not Yoruba,
see ,Not Yoruba,
him ,Not Yoruba,
two ,Not Yoruba,
has ,Not Yoruba,
look ,Not Yoruba,
more ,Not Yoruba,
day ,Not Yoruba,
could ,Not Yoruba,
go ,Not Yoruba,
come ,Not Yoruba,
did ,Not Yoruba,
number ,Not Yoruba,
sound ,Not Yoruba,
no ,Not Yoruba,
most ,Not Yoruba,
people ,Not Yoruba,
my ,Not Yoruba,
over ,Not Yoruba,
know ,Not Yoruba,
water ,Not Yoruba,
than ,Not Yoruba,
call ,Not Yoruba,
first ,Not Yoruba,
who ,Not Yoruba,
may ,Not Yoruba,
down ,Not Yoruba,
side ,Not Yoruba,
been ,Not Yoruba,
now ,Not Yoruba,
find ,Not Yoruba,
head ,Not Yoruba,
stand ,Not Yoruba,
own ,Not Yoruba,
page ,Not Yoruba,
should ,Not Yoruba,
country ,Not Yoruba,
found ,Not Yoruba,
answer ,Not Yoruba,
school ,Not Yoruba,
grow ,Not Yoruba,
study ,Not Yoruba,
still ,Not Yoruba,
learn ,Not Yoruba,
plant ,Not Yoruba,
cover ,Not Yoruba,
food ,Not Yoruba,
sun ,Not Yoruba,
four ,Not Yoruba,
between ,Not Yoruba,
state ,Not Yoruba,
keep ,Not Yoruba,
eye ,Not Yoruba,
never ,Not Yoruba,
last ,Not Yoruba,
let ,Not Yoruba,
thought ,Not Yoruba,
city ,Not Yoruba,
tree ,Not Yoruba,
cross ,Not Yoruba,
farm ,Not Yoruba,
